,content,categories,priority
1503,tropical storm hagupit batter philippines kill least 21 tropical storm hagupit downgrade ,,
1504,trend philippine 11 31 pm pht 1 2 3 4 ,,
1505,thank lord signal 1 na lang prayerworks ,,
1506,prayer thanksgiving weaken due evacuation measure million life save ,,
1507,typhoon batter philippine fight survival ,,
1508,fine fine ,,
1509,thing only prayer alter ,,
1510,s d power prayer exit par wed night instead thursday see s how big our god make me tear up ,,
1511,may god protect everyone philippine typhoon ,,
1512,update total 331 432 family 1 480 524 person affected ,,
1513,24 fear dead ,,
1514,take care everyone stay safe ,,
1515,typhoon strike lot death report ,,
1516,while sleep typhoon hagupit syria accuse israel nut plane ,,
1517,your prayer amp support highly appreciated ,,
1518,thank pray u ,,
1519,thousand flee hagupit nears philippine ,,
1520,storm wont stop ,,
1521,s peak over already here metro manila sleep now still stand guard anyone clarify ,,
1522,pray protection class suslension ,,
1523,keep safe spikers ,,
1524,mt announce initial grant 20 000 partner philippine follow typhoon hagupit ,,
1525,goodnight ,,
1526,typhoon hagupit wreaks havoc leadin filipino environmental voice silencd un clim8 talk ,,
1527,tropical storm ruby expect exit ph area responsibility wednesday evening ,,
1528,typhoon hagupit leave 27 dead philippine head capital ,,
1529,still awake monitor typhoon keep safe everyone hope fade tomorrow ,,
1530,fall love sound your voice fall asleep sound rain acheche ,,
1531,nasa amin pala sa tanauan si pray my family friend ravage city just few month ago ,,
1532,happen philippine lately japan now south korea mh ghad oh more aw ,,
1533,world leader negotiate climate talk lima typhoon negotiate need act now climate justice ,,
1534,ruby out philippine landmass tuesday manila tropical storm ruby hagupit now ,,
1535,weakens skirt ,,
1536,ruby here non stop rain hope everybody okey kip safe dry evryone go away ruby ,,
1537,oxfam work closely w govt offer support clean h20 supply amp sanitation facility ,,
1538,hagupit far weakens expect exit ph wednesday night ,,
1539,keep faith ,,
1540,also 12am today yellow rainfall advisory issue over metro manila rizal quezon province ,,
1541,t sleep because ,,
1542,goodnight ingay ni ,,
1543,keep calm keep safe ,,
1544,thought go out philippine today ,,
1545,pray pray ,,
1546,12 today december 9 orange rainfall advisory issue over cavite laguna batangas ,,
1547,drop everything ,,
1548,advance prep help ensure cause much less death amp damage than haiyan ,,
1549,hagupit mean lash strike tagalog here s how storm typhoon name ,,
1550,josh lot fan here philippine tweet u pray u because typhoon ,,
1551,don t just tweet pray ,,
1552,need late news follow ,,
1553,death toll typhoon hagupit rise philippine ,,
1554,keep safe everyone let u all pray stay dry please go away ,,
1555,hi re religious person even re please pray our fellow human here philippine typhoon give ,,
1556,send philippines some love re experience super typhoon ,,
1557,stay safe everyone god u amen ,,
1558,hop my fam safe ,,
1559,super typhoon may try near repeat deadly typhoon haiyan ,,
1560,become vfv volunteer help rebuild ,,
1561,u hav 2 read story till d end fav amp ,,
1562,our valued client stay safe everyone ,,
1563,hagupit now tropical storm w wind gust 80 100 km hour damage report crop w rice crop most affected ,,
1564,improve emergency communication blunts impact typhoon hagupit undp united nation development progr ,,
1565,happy birthday bro god bless enjoy your day ,,
1566,dear jesus please make our tomorrow well ,,
1567,15 battery off social hope good weather tommorrow magdamag ulan nito ,,
1568,philippine thank undp such equipment time before another major typhoon hagupit hit ,,
1569,need prayer heal call our 24 7 prayer center hotline now ,,
1570,philippine now hit typhoon ruby hope see pray u luke thank ilysm x x01 ,,
1571,stop whine weather just pray ,,
1572,rain still light makati think irish summer day give thanks ,,
1573,typhoon hagupit down power line damage home philippine ,,
1574,imagery tropical storm near manila take suomi npp 12 10 est dec 18 ,,
1575,one large peacetime evacuation ph history ,,
1576,december 8 solemnity immaculate conception mama mary love thee pray u ,,
1577,big city building spare extreme weather such typhoon ,,
1578,stay safe everyone ,,
1579,life spend make mistake more honorable than life spend nothing ,,
1580,deadly slow move hagupit continue slam philippine w dangerous flooding mudslide ,,
1581,typhoon hagupit weaken december 08 2014 07 30pm ,,
1582,brrr feel like hope homeless find shelter ,,
1583,philippine typhoon havoc ,,
1584,ruby out philippine landmass tuesday manila tropical storm ruby hagupit now ,,
1585,pnoy cancel busan s korea trip asean rok summit focus response sends almendras purisima proxy willardcheng ,,
1586,philippine now hit typhoon ruby hope see pray u luke thank ilysm x x15 ,,
1587,doh plagiarise f x s song korina sanchez say japan should one hit hagupit something proud tsk ,,
1588,rain start really pour stay safe everybody ,,
1589,dswd update relief assistance p53 745 076 80 amp lgu support p 6 993 390 30 ,,
1590,let me charge my device again isn t play now cheer don t tweet next 7 8 hour mean s power ,,
1591,typhoon death toll rise philippine though devastation less than fear via ,,
1592,thousand flee hagupit nears philippine ,,
1593,amen dear jesus please make our tomorrow well ,,
1594,my heart soul hear my pray ,,
1595,let s hold big polluter accountable climate crisis ,,
1596,current position ruby aka hagupit live feed noaa stay safe ,,
1597,1 million evacuate typhoon churn across philippine ,,
1598,clingy mo ,,
1599,philippine now hit typhoon ruby hope see pray u luke thank ilysm x x05 ,,
1600,philippine emergency response hagupit hailed ,,
1601,more than 20 dead after typhoon batter philippine ,,
1602,u hav 2 read story till d end fav amp ,,
1603,expect leave landmass early tuesday morning ,,
1604,ever see please pray u our country philippine hit typhoon ruby thank ash ilysm x x9 ,,
1605,typhoon add urgency un talk rift open during negotiation via ,,
1606,typhoon slam philippine picture ,,
1607,ever see please pray u our country philippine hit typhoon ruby thank ash ilysm x x7 ,,
1608,heavy rain here laguna ,,
1609,typhoon death toll rise though devastation less than fear ,,
1610,let fossil fuel company pay philippine flood damage ,,
1611,s terrible ,,
1612,hagupit make landfall ,,
1613,slowly move through need ,,
1614,lesson learn 1m people evacuated amp good preparedness plan save potentially thousand life ,,
1615,confirm our source more casualty than report earlier however ,,
1616,ever see please pray u our country philippine hit typhoon ruby thank ash ilysm x x4 ,,
1617,trend philippine 00 47 pht 1 2 3 4 ,,
1618,more wonderful volunteer independent u love work ,,
1619,stop motion photo day after typhoon ruby come through cebu city ,,
1620,typhoon slam philippine picture ,,
1621,typhoon hagupit wreak havoc lead filipino environmental voice silence un climate talk via ,,
1622,lord please guide u amen ,,
1623,philippine international committee activate site more info here ,,
1624,inundates philippine third day flood rain storm just south manila now ,,
1625,pray relax let god take over goodevening triple ingat sa lahat ,,
1626,typhoon hammer philippine fight our survival scientific american ,,
1627,typhoon ruby leave 22 dead visayas ,,
1628,someone create wikipedia article monroe island ilocos norte help expand ,,
1629,goodnight let u pray first pleasant night take care ,,
1630,21 dead 1m shelter after typhoon hit philippine ,,
1631,ecsp daily headline dec8 ,,
1632,keep safe everyone people philippine pray typhoon vanish ,,
1633,typhoon w death toll thousand time bad than hagupit s occur long before any u bear ,,
1634,typhoon churn across philippine 1 million evacuate ,,
1635,mashable least 20 dead typhoon hagupit flood part philippine mashable ,,
1636,least 21 dead after typhoon hagupit blast central philippine amp ,,
1637,gov t amp private sector pay off philippine battle ,,
1638,typhoon hagupit leave four dead million displace philippine ,,
1639,update 12 00am 09dec2014 center tropical storm ruby vicinity mabini batangas ,,
1640,whatever your cross whatever your pain always sunshine after rain ,,
1641,former brought damage destruction ,,
1642,how r u guy how s philippine far mean fucking typhoon hope guy all safe out ,,
1643,raining tsk go away ruby ,,
1644,let fossil fuel company pay philippine flood damage ,,
1645,death toll typhoon hagupit rise philippine ,,
1646,cold ,,
1647,typhoon hagupit focus mind week two un talk via ,,
1648,keep safe guy ,,
1649,typhoon hagupit weakens head towards manila after kill 23 people mostly central region ,,
1650,philippine typhoon hagupit weaken un step into action emergency response ,,
1651,rg use social medium tool intelligence gathering information broadcasting during op response ,,
1652,hagupit make landfall ,,
1653,oxfam assessment team samar many house damage people vulnerable further risk ,,
1654,ever see please pray u our country philippine hit typhoon ruby thank ash ilysm x x1 ,,
1655,msg u hav 2 read story till d end fav amp ,,
1656,via all my maddians affect typhoon philippine awwee your sweet mad cant even ,,
1657,lower signal 1 weaken max wind 65 kph gust up 80 west 13 kph ,,
1658,philippine typhoon havoc ,,
1659,12 22 around 100 my friend still twitter ,,
1660,update 12 00am 09dec2014 center tropical storm ruby vicinity mabini batangas 13 7n 120 9e ,,
1661,solidarity just sympathy climate justice now typhoon ,,
1662,red cross send five typhoon hagupit relief strait time ,,
1663,awww love yah keep safe satin lahat layas na ,,
1664,rain rain go away ,,
1665,weaken hagupit nears ,,
1666,stay safe dry ,,
1667,ever see please pray u our country philippine hit typhoon ruby thank ash ilysm x x6 ,,
1668,winter feel soooo cold keep safe everyone ,,
1669,begin take stock damage follow read detail now ,,
1670,d think sanchez would learn tiff nope filipina news anchor wish hit ph ,,
1671,people change god never change ,,
1672,typhoon hagupit slam into eastern philippine ,,
1673,relief all round resident philippine downgrade typhoon after cross country amp nears capital manilla ,,
1674,21 kill philippine storm ,,
1675,good night don t forget pray kaya natin ,,
1676,kill least 23 ,,
1677,response show lesson learn year ago via ,,
1678,time sleep please go away ,,
1679,girl men black 2 must hear delia s catalog discontinue because rain age ,,
1680,how group people get schedule help re pack victim ,,
1681,download pagasa s io android apps rainfall flood advisory ,,
1682,u hav 2 read story till d end fav amp ,,
1683,pray people philippine suffer second typhoon year right now ,,
1684,cause havoc port ,,
1685,eu climate chaos here up your target 40 enough ,,
1686,landfall affect province ,,
1687,new post cnn report stormy legazpi ,,
1688,keepsafe po ,,
1689,let fossil fuel company pay philippine flood damage ,,
1690,freeze gosh t barely sleep m worry others thanks make me living zombie today ,,
1691,despite some damage philippine report only least 3 death hagupit weakens ,,
1692,sad get home my son sleep already happy weaken approach metro manila overall good day ,,
1693,over ,,
1694,video amid typhoon hagupit some local catch fish ,,
1695,typhoon hagupit head towards philippine capital million people philippine capital ar ,,
1696,my thought all my family overseas least 21 dead after typhoon hit philippine ,,
1697,now rain hard god bless pip go ,,
1698,happy kid ,,
1699,let s pray other s safe bagyong ruby ,,
1700,goodnight pray ,,
1701,m raise money typhoon aid philippine click donate via ,,
