,content,categories,priority
2593,california usa daly city score aftershock napa earthquake felt more way earthqu ,"['Location', 'EmergingThreats', 'Factoid', 'News']",Low
2594,minor mag earthquake sw napa california tuesday august ,"['Location', 'EmergingThreats', 'Factoid']",Low
2595,aftershock continue after earthquake resident urge stay away damage building due debris ,"['Location', 'EmergingThreats', 'Factoid', 'Hashtags', 'News']",Low
2596,napa earthquake renews call early warn system minimize future damage injury ,"['Location', 'Hashtags', 'News', 'Advice']",Low
2597,resident business access damage magnitude napa earthquake ,"['Factoid', 'CleanUp', 'News']",Low
2598,belia ramos vice mayor speak mark darya live tune channel ,['Irrelevant'],Low
2599,perhaps california fund early warning system quake winemaker secure barrel rack ,"['Location', 'Hashtags', 'Advice']",Low
2600,researcher successfully predict massive bay area ,['Irrelevant'],Low
2601,early damage estimate building condemn boy critical now stable fracture pelvis ,"['Location', 'Factoid', 'Hashtags']",Low
2602,insurance coverage likely get more respect after california earthquake ,['Irrelevant'],Low
2603,bay area quake aftershock damage report ,['Irrelevant'],Low
2604,prefer my alarm clock over aftershock ,['Irrelevant'],Low
2605,magnitude wnw american canyon california ,['Irrelevant'],Low
2606,california quake mean big damage napa valley winery ,"['Location', 'Factoid']",Low
2607,earthquake leave scientist increasingly confident early warning system help save life ,"['Location', 'Factoid', 'Hashtags', 'Discussion']",Low
2608,big one come ,['Irrelevant'],Low
2609,too close comfort ,['Irrelevant'],Low
2610,ca governor join talk aid area hit sunday quake tune ,"['Official', 'News', 'Discussion']",Low
2611,aftershock rattle ,"['Location', 'EmergingThreats', 'Factoid', 'News']",Low
2612,earthquake warn system exist california win pay one ,['Irrelevant'],Low
2613,aftershock rattle via ,"['Location', 'EmergingThreats', 'Factoid', 'Hashtags', 'News']",Low
2614,california wine country quake loss see billion ,"['Location', 'Factoid', 'News']",Low
2615,late california shake alert test legs via ,['Irrelevant'],Low
2616,check out earthquake alert detector alarm save live alarma via ,['Irrelevant'],Low
2617,interactive tracked via post ,['Irrelevant'],Low
2618,napa rush fix quake damage drought mean early harvest ,['Irrelevant'],Low
2619,california wine country quake loss see billion chicago tribune ,"['Location', 'Factoid', 'Hashtags', 'News']",Low
2620,earthquake warn system exist california win pay one ,['Irrelevant'],Low
2621,earthquake rattle california wine country ,"['Location', 'Factoid']",Low
2622,after effort focus assessment cleanup ,"['CleanUp', 'Hashtags', 'News']",Low
2623,just send update research river valley sediment likely amplify shake ,"['Location', 'Factoid', 'Official', 'Hashtags', 'News']",Low
2624,california quake may cost wine country billion link ,"['Location', 'Factoid', 'News']",Low
2625,koi baat nai wo emergency leave le lenge hindu saffron terror wale hai na ,['Irrelevant'],Low
2626,emergency pacific coast region colombia due flooding five river several town hav ,"['Weather', 'Location', 'Factoid', 'News']",Low
2627,town itsmina andagoya condoto province flood community ask goverment ,"['Location', 'EmergingThreats', 'MultimediaShare', 'Factoid', 'News']",Medium
2628,woah sand look like river ,['Irrelevant'],Low
2629,choco town call istmina emergency our president your minister anything venezuela bu ,"['Location', 'EmergingThreats', 'Factoid', 'Sentiment']",Medium
2630,excuse me senator my country rigth now emergency choco our childrens ,['Irrelevant'],Low
2631,excuse me senator my country rigth now emergency choco our childrens die every ,['Irrelevant'],Low
2632,west colombia suffers home lose massive flooding very poor mostly black pacific region while pr ,"['GoodsServices', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Medium
2633,look how realistic ,['Irrelevant'],Low
2634,all wreck home already wreck ,['Irrelevant'],Low
2635,leave jordyn wood alone didn anything wrong ,['Irrelevant'],Low
2636,juan fernando quintero continue top form perfectly place ball into back net river pla ,['Irrelevant'],Low
2637,juan quintero last six game river plate v union v velez v race v rosario central v banfie ,['Irrelevant'],Low
2638,juan quintero last six game river plate v union v velez v race v rosario central v banfield ,['Irrelevant'],Low
2639,juan fernando quintero continue top form perfectly place ball into back net river plate ,['Irrelevant'],Low
2640,animas river near san juan mountain ,['Irrelevant'],Low
2641,get our first ever accident our driver san juan totally side swipe little bit jarri ,['Irrelevant'],Low
2642,emergency heavy rain friday cause flood along san juan river thousand lose thei ,"['Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
2643,west colombia suffers home lose massive flooding very poor mostly black pacific region while president ,"['Volunteer', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Low
2644,san juan here come go bacardi plant some rum yum ,['Irrelevant'],Low
2645,auch sex education riverdale und end ing world ,['Irrelevant'],Low
2646,emergency heavy rain friday cause flood along san juan river thousand lose home ,"['Location', 'NewSubEvent', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Medium
2647,emergency heavy rain friday cause flood along san juan river thousand lose home ,"['Location', 'NewSubEvent', 'MultimediaShare', 'Factoid', 'Hashtags', 'News']",Medium
2648,remember our friendly san juan river walk bench hasn snow since late friday night bit ,['Irrelevant'],Low
2649,like action sport try raft experience jachal river san juan ,['Irrelevant'],Low
2650,crisis update colombia country director late our emergency medical team care fami ,['Irrelevant'],Low
2651,try hard deflect american people sen ,['Irrelevant'],Low
2652,san juan river gooseneck state park ,['Irrelevant'],Low
2653,hey roth lie because called emergency aid full steel wire coil mask nail craker ,['Irrelevant'],Low
2654,ocean want river moon chase star san juan la union ,['Irrelevant'],Low
2655,obama renew state re colombia traffic say drug lord continue pose unusual amp extraord ,['Irrelevant'],Low
2656,venezuelan rescue emergency aid box burn truck stall bridge colombia via ,['Irrelevant'],Low
2657,afro colombian homeless after torrential rain flood rural impoverished choco province ,"['Location', 'MultimediaShare', 'Factoid', 'News', 'Sentiment']",Low
2658,crisis update colombia country director late our emergency medical team care family ,['Irrelevant'],Low
2659,hey roth lie because called emergency aid full steel wire coil mask nails crakers sma ,['Irrelevant'],Low
2660,my beloved doggo choco pass away earlier today run over our ups driver best good boy ,['Irrelevant'],Low
2661,before closing border colombia river arauca desperate people want swim maduro ,['Irrelevant'],Low
2662,river five colour cano cristales colombia ,['Irrelevant'],Low
2663,river five colour cano cristales colombia ,['Irrelevant'],Low
2664,british oil company find dump waste spill into river buena ,['Irrelevant'],Low
2665,macarena colombia most colorful river world ,['Irrelevant'],Low
2666,skyway stage instead na tatawid ng pasig river via paco sta mesa bridge kakanan ang skyway towards priva ,['Irrelevant'],Low
2667,skyway stage instead na tatawid ng pasig river via paco sta mesa bridge kakanan ang skyway towards private contai ,['Irrelevant'],Low
2668,my country also send aid canada send colombia help flood migrant ,['Irrelevant'],Low
2669,omg love jmarcoz ,['Irrelevant'],Low
2670,read humanitarian organisation prepare deal possible mass migration into province arauca colo ,['Irrelevant'],Low
2671,heavy rain cause san juan river flood choco department affect people municipa ,"['Location', 'Factoid', 'Hashtags', 'News']",Low
2672,heavy rain cause san juan river flood choco department affect people municipa ,"['Location', 'Factoid', 'Hashtags', 'News']",Low
2673,ieoc line downtown riverside originate laguna niguel passenger oceanside san juan capistrano ,['Irrelevant'],Low
2674,emergency all illeg enter panama now reach border between panama amp colombia accord ,['Irrelevant'],Low
2675,ieoc line downtown riverside originate laguna niguel passenger oceanside san juan capistrano ,['Irrelevant'],Low
2676,one most beautiful bay here enjoy both water ,['Irrelevant'],Low
2677,afro colombian indigenous community affect flood along san juan river ask urgen ,"['Location', 'EmergingThreats', 'Hashtags', 'News']",Low
2678,afro colombian indigenous community affect flood along san juan river ask urgen ,"['Location', 'EmergingThreats', 'Hashtags', 'News']",Low
2679,afro colombian indigenous community affect flood along san juan river ask urgen ,"['Location', 'EmergingThreats', 'Hashtags', 'News']",Low
2680,afro colombian indigenous community affect flood along san juan river ask urgent respo ,"['Location', 'EmergingThreats', 'Factoid', 'Hashtags', 'News']",Low
2681,afro colombian indigenous community affect flood along san juan river ask urgent respo ,"['Location', 'EmergingThreats', 'Factoid', 'Hashtags', 'News']",Low
2682,ll look nowt awesome mate your argentina colombia river plate strip ,['Irrelevant'],Low
2683,reminder today public program la batea gold mining colombia cancel due emergency ,['Irrelevant'],Low
2684,colombia ,['Irrelevant'],Low
2685,flood water saturate mercury illegal mine decimate biodiversity wetland colombian viillage ,['Irrelevant'],Low
2686,ph en cl ,['Irrelevant'],Low
2687,continue offer different alternative publisher writer poet translate ,['Irrelevant'],Low
2688,ph en club ,['Irrelevant'],Low
2689,gold mine colorado east fork san juan river gold silver mining claim placer co bid ,['Irrelevant'],Low
2690,amazon river bone sara mason mystery book sara bend down see why choco sat sniff ,['Irrelevant'],Low
2691,man wash clothes tachira river outskirt cucuta colombian venezuelan border colom ,['Irrelevant'],Low
2692,man walk across tachira river outskirt cucuta colombian venezuelan border colombia febru ,['Irrelevant'],Low
2693,texto completo de short term joint effect ambient air pollutant emergency department visit respiratory ,['Irrelevant'],Low
2694,case emergency eat immediately hint choco peanutty bliss seattl ,['Irrelevant'],Low
2695,amazon river bone sara mason mystery book sara bend down see why choco sat sniff bolt ,['Irrelevant'],Low
2696,heavy rain cause san juan river flood choco department affect people municipality ,"['ThirdPartyObservation', 'Location', 'Factoid', 'Hashtags', 'News']",Low
2697,heavy rain cause san juan river flood choco department affect people municipality ,"['ThirdPartyObservation', 'Location', 'Factoid', 'Hashtags', 'News']",Low
2698,heavy rain cause san juan river flood choco department affect people municipality ,"['ThirdPartyObservation', 'Location', 'Factoid', 'Hashtags', 'News']",Low
2699,indirect victim meat magdalena river turtle colombia critically endanger fish livestock ,['Irrelevant'],Low
2700,happy ,['Irrelevant'],Low
2701,mike penny reportedly go colombia bully lima however real consensus invasion venezuela ,['Irrelevant'],Low
2702,sunriver cocoa cow nitro replace culmination choco mountain ,['Irrelevant'],Low
2703,sessionable sunriver cocoa cow nitro replace culmination choco mountain ,['Irrelevant'],Low
2704,connect nature ,['Irrelevant'],Low
2705,connect nature ,['Irrelevant'],Low
2706,indirect victim meat magdalena river turtle colombia critically endanger fish livestock far ,['Irrelevant'],Low
2707,gold mine colorado east fork san juan river gold silver mining claim placer co bid ,['Irrelevant'],Low
2708,man walk across tachira river outskirt cucuta colombian venezuelan border colombia february ,['Irrelevant'],Low
2709,colombia magical rainbow river via ,['Irrelevant'],Low
2710,texto completo de short term joint effect ambient air pollutant emergency department visit respiratory circu ,['Irrelevant'],Low
2711,texto completo de short term joint effect ambient air pollutant emergency department visit respiratory circu ,['Irrelevant'],Low
2712,man wash clothes tachira river outskirt cucuta colombian venezuelan border colombia februa ,['Irrelevant'],Low
2713,man wash clothes tachira river outskirt cucuta colombian venezuelan border colombia februa ,['Irrelevant'],Low
2714,key player out maxi amp juanfer quintero may both miss river v nob saturday maxi set ,['Irrelevant'],Low
2715,key player out maxi amp juanfer quintero may both miss river v nob saturday maxi set miss ,['Irrelevant'],Low
2716,amazon river trip part shout out travel buddy put up all my lazing around compl ,['Irrelevant'],Low
2717,colombia magical rainbow river bbc reel ,['Irrelevant'],Low
2718,colombia magical rainbow river bbc reel ,['Irrelevant'],Low
2719,female driver hasn race formula since determine change read interview ,['Irrelevant'],Low
2720,female driver hasn race formula since determine change read interview ,['Irrelevant'],Low
2721,colombia affect after river overflow department united nation report thousand ,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
2722,colombia affect after river overflow department united nation report thousand ,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
2723,colombia affect after river overflow department united nation report thousand ,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
2724,number people amp affected area expect rise colombia affect after river overflow depa ,"['ThirdPartyObservation', 'EmergingThreats', 'Factoid', 'News']",Low
2725,number people amp affected area expect rise colombia affect after river overflow depa ,"['ThirdPartyObservation', 'EmergingThreats', 'Factoid', 'News']",Low
2726,number people amp affected area expect rise colombia affect after river overflow depa ,"['ThirdPartyObservation', 'EmergingThreats', 'Factoid', 'News']",Low
2727,student angel manuel rivera two job offer before program end angel move orlando after hurricane mar ,['Irrelevant'],Low
2728,colombia affect after river overflow department united nation report thousand ,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
2729,colombia affect after river overflow department united nation report thousand ,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
2730,colombia affect after river overflow department united nation report thousand ,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
